,CAR2,APOE,MPO,PRTN3,CTSG,CEBPA,FOXP1,RUNX1,CEBPE,GFI1,IRF8,FLI1,PBX1,MEF2C,MEIS1,GATA2,NFE2,TAL1,GATA1,KLF1,FLT3,SATB1,ELANE
W31117,0.0,7.0797929763793945,38.93886184692383,5.309844493865967,15.92953395843506,1.7699482440948486,1.7699482440948486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5398964881896973,0.0,1.7699482440948486,0.0,0.0,0.0,0.0
W31118,0.9212513566017152,0.0,40.53506088256836,20.26753044128418,18.42502784729004,0.9212513566017152,1.8425027132034304,0.9212513566017152,0.0,0.0,0.9212513566017152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.44875955581665
W31119,3.4331657886505127,3.4331657886505127,13.73266315460205,8.582914352416992,5.149748802185059,0.0,1.7165828943252563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7165828943252563,0.0
W31129,3.618643999099731,3.618643999099731,0.0,7.237287998199463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.618643999099731,3.618643999099731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W31130,0.0,0.0,47.96581268310547,56.30769348144531,8.341880798339844,0.0,0.0,0.0,0.0,0.0,4.170940399169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.940170288085934
W31131,0.9056203365325928,0.0,48.90349960327149,28.07423210144043,20.82926750183105,0.0,1.811240673065185,0.9056203365325928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9056203365325928,0.0,0.0,0.0,0.0,0.0,27.168611526489254
W31141,0.0,0.0,14.671439170837402,25.675018310546875,7.335719585418701,0.0,1.222619891166687,0.0,0.0,0.0,3.667859792709351,0.0,0.0,1.222619891166687,0.0,0.0,0.0,0.0,0.0,0.0,2.445239782333374,0.0,0.0
W31145,0.0,0.0,61.30049133300781,34.85714340209961,28.8472900390625,3.605911254882813,1.201970458030701,0.0,0.0,0.0,0.0,1.201970458030701,0.0,0.0,0.0,0.0,1.201970458030701,0.0,0.0,0.0,0.0,0.0,28.8472900390625
W31148,0.0,0.0,35.069202423095696,27.92547607421875,11.689733505249025,0.0,1.9482889175415041,0.0,0.6494296789169312,0.0,2.5977187156677246,0.6494296789169312,0.0,0.0,0.0,0.0,1.2988593578338623,0.0,0.0,0.0,0.0,0.0,16.235740661621097
W31152,0.0,0.0,33.06367874145508,26.972999572753906,13.921548843383787,0.8700968027114868,1.7401936054229736,0.8700968027114868,0.0,0.0,6.090677738189697,0.8700968027114868,0.0,0.0,0.0,0.0,0.8700968027114868,0.0,0.0,0.0,0.0,0.0,14.791645050048828
W31157,0.0,0.0,0.0,6.121863842010497,0.0,2.040621280670166,0.0,0.0,0.0,0.0,2.040621280670166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121863842010497,2.040621280670166,4.081242561340332
W31158,0.6914979815483093,0.0,55.31983947753906,36.649391174316406,17.978946685791016,0.0,0.6914979815483093,0.0,1.3829959630966189,0.6914979815483093,0.0,0.6914979815483093,0.0,0.0,0.0,0.6914979815483093,0.6914979815483093,0.0,0.0,0.0,0.0,0.0,9.6809720993042
W31160,4.346055984497069,0.0,17.384223937988278,4.346055984497069,4.346055984497069,4.346055984497069,0.0,0.0,8.692111968994139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W31164,0.7527545094490051,0.0,48.92904281616211,39.89598846435547,0.7527545094490051,1.5055090188980105,0.0,4.51652717590332,0.0,0.0,3.7637724876403813,0.7527545094490051,0.0,0.0,0.0,0.0,0.7527545094490051,0.0,0.0,0.0,0.0,0.0,28.604671478271484
W31166,0.9573991298675536,2.872197389602661,24.892375946044922,19.14798164367676,7.65919303894043,0.9573991298675536,1.9147982597351076,0.0,0.0,0.0,0.9573991298675536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.829596519470215
W31168,2.779818534851074,0.3971169590950012,31.76935577392578,23.42989921569824,11.119274139404297,0.0,0.7942339181900024,1.1913508176803589,0.0,0.0,1.1913508176803589,0.0,0.0,0.3971169590950012,0.0,0.0,0.7942339181900024,0.3971169590950012,0.0,1.1913508176803589,0.0,0.0,2.779818534851074
W31169,1.0332728624343872,0.0,42.36418533325195,25.83182144165039,8.266182899475098,0.0,0.0,2.0665457248687744,0.0,0.0,4.133091449737549,0.0,0.0,0.0,0.0,0.0,0.0,1.0332728624343872,0.0,0.0,0.0,0.0,0.0
W31170,0.4764295816421509,0.9528591632843018,35.732215881347656,24.77433776855469,15.245746612548828,0.0,1.9057183265686035,0.4764295816421509,0.0,0.0,1.9057183265686035,0.4764295816421509,0.0,0.0,0.0,0.4764295816421509,0.9528591632843018,0.0,0.0,0.0,0.0,0.0,25.25076675415039
W31175,2.781759023666382,4.172638416290283,15.299674034118652,6.954397201538086,8.345276832580566,0.0,1.390879511833191,4.172638416290283,0.0,0.0,1.390879511833191,0.0,0.0,0.0,0.0,1.390879511833191,0.0,0.0,2.781759023666382,0.0,0.0,0.0,0.0
W31179,1.7278704643249512,1.7278704643249512,45.78857040405274,27.64592742919922,23.326251983642575,0.0,0.8639352321624756,1.7278704643249512,0.8639352321624756,0.8639352321624756,0.0,0.8639352321624756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82296371459961
W31181,0.9003689885139465,0.0,57.62361526489258,71.129150390625,37.81549835205078,0.0,1.800737977027893,0.0,0.0,1.800737977027893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.71586608886719
W31182,0.6141675710678101,0.0,48.51923751831055,57.11758422851562,32.550880432128906,1.8425027132034304,0.6141675710678101,0.0,0.0,1.22833514213562,0.0,0.6141675710678101,0.0,0.6141675710678101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.834232330322266
W31186,0.0,0.0,31.21933937072754,19.13443374633789,9.063679695129396,0.0,0.0,0.0,0.0,0.0,4.02830171585083,0.0,0.0,0.0,0.0,0.0,1.0070754289627075,0.0,0.0,0.0,1.0070754289627075,0.0,0.0
W31187,1.2002811431884766,0.0,9.602249145507812,3.6008431911468506,6.001405715942383,1.2002811431884766,0.0,0.0,0.0,0.0,0.0,1.2002811431884766,0.0,0.0,0.0,0.0,1.2002811431884766,0.0,0.0,0.0,0.0,0.0,1.2002811431884766
W31188,1.478787899017334,0.0,17.745454788208008,2.957575798034668,1.478787899017334,1.478787899017334,0.0,2.957575798034668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.957575798034668,0.0,0.0,0.0,0.0,0.0,0.0
W31189,0.0,0.0,60.40844345092773,17.537935256958008,14.614945411682127,0.974329710006714,0.0,0.974329710006714,1.948659420013428,0.0,0.0,0.974329710006714,0.0,0.0,0.0,0.0,3.897318840026856,0.0,0.0,0.0,0.0,0.0,33.127208709716804
W31196,8.257856369018555,2.752618789672852,0.0,1.3763093948364258,1.3763093948364258,0.0,0.0,1.3763093948364258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1289281845092765,1.3763093948364258,0.0,0.0,4.1289281845092765,0.0,0.0,0.0
W31197,1.152496576309204,1.152496576309204,9.219972610473633,4.609986305236816,1.152496576309204,0.0,1.152496576309204,0.0,0.0,0.0,0.0,1.152496576309204,0.0,0.0,0.0,3.4574899673461914,0.0,1.152496576309204,0.0,0.0,0.0,0.0,1.152496576309204
W31202,1.7572016716003418,0.0,38.6584358215332,25.47942352294922,14.936214447021484,0.0,0.8786008358001709,0.8786008358001709,0.8786008358001709,0.0,1.7572016716003418,0.0,0.0,0.0,0.0,0.0,0.8786008358001709,0.0,0.0,0.0,0.0,0.0,18.45061683654785
W31203,1.213930368423462,0.0,58.26865768432617,40.05970001220703,18.208955764770508,2.427860736846924,0.0,1.213930368423462,0.0,0.0,4.855721473693848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41293716430664
W31207,1.424520492553711,0.0,32.051708221435554,19.943286895751953,9.25938320159912,2.1367807388305664,0.7122602462768555,0.7122602462768555,0.0,0.0,2.1367807388305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.108423233032227
W31210,0.0,0.0,48.25426864624024,52.27545547485352,15.079458236694336,0.0,1.0052971839904783,1.0052971839904783,0.0,0.0,1.0052971839904783,0.0,0.0,0.0,0.0,0.0,2.0105943679809566,0.0,0.0,0.0,0.0,0.0,27.143024444580078
W31211,0.0,0.0,51.05191421508789,50.15626525878906,20.599895477294922,0.0,0.8956475853919983,0.8956475853919983,0.0,0.8956475853919983,2.68694281578064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.28683853149414
W31218,1.1192660331726074,0.0,35.81651306152344,26.862384796142575,15.669724464416506,0.0,1.1192660331726074,0.0,0.0,1.1192660331726074,2.238532066345215,0.0,0.0,0.0,0.0,0.0,1.1192660331726074,0.0,0.0,0.0,0.0,0.0,26.862384796142575
W31219,0.0,0.0,4.718232154846191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.154696464538574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5727440118789673,1.5727440118789673,0.0
W31226,0.0,0.0,73.14775085449219,54.86081314086914,34.135616302490234,0.0,4.876516819000244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.219129204750061,0.0,0.0,0.0,0.0,1.219129204750061,0.0,0.0,37.793006896972656
W31228,5.263482093811035,0.0,0.0,0.0,2.6317410469055176,0.0,0.0,0.0,0.0,0.0,0.0,2.6317410469055176,0.0,0.0,0.0,0.0,2.6317410469055176,0.0,0.0,0.0,0.0,0.0,0.0
W31237,3.267857074737549,0.0,35.94643020629883,45.75,9.803571701049805,0.0,1.0892857313156128,2.1785714626312256,0.0,0.0,2.1785714626312256,0.0,0.0,0.0,0.0,0.0,2.1785714626312256,0.0,0.0,0.0,0.0,0.0,11.982142448425293
W31239,1.481995701789856,0.0,48.90585708618164,33.34490203857422,14.81995677947998,0.0,0.740997850894928,0.0,0.0,0.0,0.740997850894928,0.740997850894928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.042949676513672
W31242,0.0,1.5222816467285156,57.8467025756836,45.66844940185547,18.267379760742188,0.0,0.0,1.5222816467285156,1.5222816467285156,1.5222816467285156,0.0,1.5222816467285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.579322814941406
W31244,0.0,0.0,9.74144458770752,16.235740661621097,12.988593101501465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.247148275375366,0.0,0.0,0.0,0.0,0.0,0.0
W31245,0.0,0.0,60.046875,45.3687515258789,28.02187538146973,0.0,0.0,0.0,1.334375023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.359375
W31249,1.0058892965316772,0.0,32.18845748901367,36.212013244628906,11.06478214263916,1.0058892965316772,2.0117785930633545,0.0,0.0,0.0,5.029446601867676,0.0,0.0,0.0,0.0,0.0,1.0058892965316772,0.0,0.0,0.0,0.0,0.0,19.111896514892575
W31251,0.9446902871131896,0.0,78.40929412841797,59.51548767089844,38.7322998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.68584442138672
W31252,0.0,0.0,35.216495513916016,41.43117141723633,8.286233901977539,0.0,0.0,0.0,0.0,0.0,2.0715584754943848,0.0,0.0,1.0357792377471924,1.0357792377471924,0.0,3.1073377132415767,0.0,0.0,0.0,0.0,0.0,12.429350852966307
W31254,1.6983758211135864,0.0,9.624130249023438,18.6821346282959,8.491879463195799,1.1322505474090576,0.0,0.5661252737045288,0.0,0.0,3.3967516422271733,1.1322505474090576,0.0,0.0,0.0,0.0,1.6983758211135864,0.0,0.0,0.5661252737045288,0.0,0.0,9.624130249023438
W31256,0.0,0.0,32.846153259277344,32.846153259277344,11.944055557250975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4930069446563718,0.0,1.4930069446563718,0.0,0.0,0.0,25.381118774414066
W31259,2.326975584030152,2.326975584030152,27.9237060546875,20.942779541015625,20.942779541015625,1.1634877920150757,0.0,6.980926513671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1634877920150757,0.0,0.0,0.0,0.0,0.0,0.0,15.125340461730955
W31260,0.0,3.34246563911438,10.02739715576172,13.36986255645752,6.68493127822876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34246563911438
W31263,1.5209261178970337,0.0,27.37666893005371,33.460372924804695,16.730186462402347,1.5209261178970337,0.0,1.5209261178970337,0.0,0.0,0.0,0.0,1.5209261178970337,0.0,0.0,1.5209261178970337,0.0,0.0,0.0,0.0,0.0,0.0,4.5627784729003915
W31265,0.0,0.0,45.54666519165039,31.68463706970215,16.832464218139652,0.0,0.0,1.9802898168563845,0.0,0.0,2.970434665679932,0.990144908428192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72405815124512
W31266,1.905186891555786,0.9525934457778932,58.10820007324219,56.20301055908203,29.5303955078125,0.0,1.905186891555786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67707824707031
W31267,0.0,0.0,0.0,6.177215099334718,0.0,0.0,3.0886075496673584,3.0886075496673584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0886075496673584
W31270,0.0,0.0,56.58169555664063,67.13082885742189,33.565414428710945,0.0,1.9180235862731931,0.9590117931365968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9590117931365968,0.0,0.0,0.0,0.0,0.0,48.90960311889648
W31272,1.372990369796753,0.0,65.90353393554689,42.56270217895508,19.221864700317386,0.0,0.0,2.745980739593506,2.745980739593506,0.0,0.0,0.0,1.372990369796753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07073974609375
W31273,0.0,0.0,36.4697494506836,31.91103172302246,19.75444793701172,0.0,0.0,1.5195729732513428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5195729732513428,0.0,0.0,0.0,0.0,0.0,22.79359436035156
W31274,1.4560954570770264,0.0,17.473146438598633,7.280477523803711,7.280477523803711,4.368286609649658,1.4560954570770264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W31275,1.6391555070877075,0.0,75.40115356445312,83.59693145751953,29.50479888916016,0.0,1.6391555070877075,0.0,1.6391555070877075,1.6391555070877075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.73128509521485
W31278,0.0,0.0,34.45092010498047,35.216495513916016,13.780367851257324,2.2967278957366943,0.7655759453773499,0.7655759453773499,0.0,0.7655759453773499,1.5311518907546997,0.0,0.0,0.7655759453773499,0.0,0.0,0.7655759453773499,0.0,0.0,0.0,0.0,0.0,6.124607563018799
W31281,0.0,0.0,30.08219146728516,26.73972511291504,18.94063949584961,0.0,2.2283105850219727,1.1141552925109863,0.0,0.0,2.2283105850219727,1.1141552925109863,0.0,1.1141552925109863,0.0,0.0,1.1141552925109863,0.0,0.0,0.0,0.0,0.0,13.36986255645752
W31282,0.0,0.0,12.794007301330565,41.58052444458008,6.397003650665282,0.0,3.1985018253326416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1985018253326416,0.0,0.0,0.0,0.0,0.0,6.397003650665282
W31285,0.0,1.4826388359069824,44.47916793823242,62.27083206176758,13.34375,0.0,0.0,1.4826388359069824,1.4826388359069824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.895833015441895
W31286,0.0,0.0,36.41421508789063,45.08426284790039,34.68020248413086,0.0,1.734010100364685,0.0,0.0,0.0,1.734010100364685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.34010124206543
W31290,0.0,0.0,36.369083404541016,35.022083282470696,10.77602481842041,0.0,1.3470031023025513,0.0,0.0,0.0,1.3470031023025513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.164037704467773
W31293,0.0,0.0,64.74533081054689,31.916711807250977,24.62146377563477,1.8238120079040527,0.9119060039520264,0.9119060039520264,0.9119060039520264,0.9119060039520264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9119060039520264,0.0,27.357181549072266
W31295,1.1811895370483398,0.0,60.24066543579102,27.1673583984375,18.89903259277344,0.0,0.0,1.1811895370483398,0.0,0.0,1.1811895370483398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.174273490905762
W31296,0.0,0.0,52.480445861816406,51.5262565612793,15.26703929901123,0.0,0.954189956188202,0.0,0.0,0.0,1.908379912376404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.48826789855957
W31297,0.0,10.60869598388672,5.3043479919433585,5.3043479919433585,5.3043479919433585,0.0,0.0,15.913043022155762,0.0,0.0,0.0,0.0,5.3043479919433585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W31299,0.7167435884475708,0.0,42.28787231445313,27.95300102233887,7.8841795921325675,0.7167435884475708,0.0,0.7167435884475708,0.7167435884475708,0.7167435884475708,0.7167435884475708,0.7167435884475708,0.7167435884475708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.866974353790283
W31301,1.3485984802246094,0.0,30.34346580505371,31.017765045166016,12.137386322021484,0.0,0.0,0.6742992401123047,0.6742992401123047,0.0,0.0,0.0,0.6742992401123047,0.0,0.6742992401123047,0.0,2.022897720336914,0.0,0.6742992401123047,0.0,0.0,0.0,1.3485984802246094
W31305,0.0,0.0,43.47636413574219,55.8981819152832,49.68727111816406,3.105454444885254,0.0,0.0,3.105454444885254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.210908889770508,0.0,0.0,0.0,0.0,0.0,34.15999984741211
W31307,0.7416413426399231,0.7416413426399231,25.215805053710934,28.18237113952637,16.316108703613278,0.0,0.0,1.4832826852798462,0.0,0.0,3.7082066535949703,0.0,0.0,0.0,0.0,0.0,0.7416413426399231,0.0,0.0,0.0,0.0,0.0,7.416413307189941
W31311,1.561243176460266,0.0,12.489945411682127,17.173675537109375,7.806215763092041,0.0,1.561243176460266,3.122486352920532,0.0,0.0,1.561243176460266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.561243176460266,1.561243176460266
W31312,4.145630836486816,1.381877064704895,2.76375412940979,0.0,0.0,0.0,0.0,4.145630836486816,0.0,0.0,0.0,1.381877064704895,0.0,0.0,0.0,5.52750825881958,2.76375412940979,0.0,0.0,1.381877064704895,0.0,0.0,1.381877064704895
W31314,7.781321048736572,15.562642097473145,0.0,3.890660524368286,1.945330262184143,0.0,1.945330262184143,1.945330262184143,0.0,0.0,0.0,0.0,0.0,3.890660524368286,0.0,1.945330262184143,0.0,0.0,1.945330262184143,0.0,0.0,0.0,0.0
W31319,0.9573991298675536,0.9573991298675536,52.65695190429688,46.91255569458008,14.360986709594727,0.0,1.9147982597351076,0.0,0.0,0.0,1.9147982597351076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14798164367676
W31324,0.0,4.922190189361572,2.461095094680786,0.0,2.461095094680786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.922190189361572,4.922190189361572,0.0,2.461095094680786,2.461095094680786,0.0,0.0,2.461095094680786
W31327,0.6889874935150146,0.6889874935150146,34.44937515258789,35.138362884521484,15.15772533416748,0.0,2.066962480545044,0.0,0.0,0.6889874935150146,0.6889874935150146,0.0,0.0,0.0,0.0,0.0,1.3779749870300293,0.0,0.0,0.0,0.0,0.0,11.712787628173828
W31329,1.124053955078125,0.5620269775390625,38.77986145019531,31.4735107421875,9.554458618164062,1.124053955078125,1.6860809326171875,0.5620269775390625,0.0,0.0,3.9341888427734375,0.0,0.0,0.5620269775390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.605133056640625
W31330,1.5698529481887815,0.0,41.60110473632813,35.32168960571289,10.988970756530762,0.7849264740943909,1.5698529481887815,0.0,0.0,0.0,4.709558963775635,0.0,0.0,0.7849264740943909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.698529243469238
W31336,0.8756728768348694,0.4378364384174347,40.718788146972656,34.1512451171875,19.26480484008789,0.8756728768348694,1.3135093450546265,0.4378364384174347,0.0,0.0,0.8756728768348694,0.0,0.0,0.0,0.0,0.0,0.8756728768348694,0.0,0.0,0.0,0.0,0.0,17.9512939453125
W31338,3.4255917072296143,0.0,55.49458312988281,28.08985137939453,23.97914123535156,0.6851183176040649,1.37023663520813,0.6851183176040649,0.0,0.6851183176040649,0.6851183176040649,0.6851183176040649,0.0,0.6851183176040649,0.0,0.0,0.6851183176040649,0.0,0.0,0.0,0.0,0.0,24.66426086425781
W31339,3.885350227355957,0.0,27.197452545166016,18.649681091308594,10.101910591125488,0.0,5.43949031829834,0.0,0.0,0.0,1.5541400909423828,0.0,0.0,2.331210136413574,0.0,0.0,0.0,0.0,0.0,0.0,0.7770700454711914,0.0,5.43949031829834
W31341,1.2633136510849,0.0,51.79585647583008,22.73964500427246,12.633135795593262,0.0,0.0,0.0,0.0,0.0,0.0,1.2633136510849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.529584884643555
W31342,1.1528855562210083,0.0,47.84475326538086,41.50387954711914,29.975025177001953,0.5764427781105042,0.5764427781105042,0.5764427781105042,0.5764427781105042,1.7293283939361572,0.0,1.1528855562210083,0.0,0.0,0.0,0.0,0.5764427781105042,0.0,0.5764427781105042,0.0,0.0,0.0,24.78704071044922
W31343,0.8225378990173341,0.41126894950866705,19.740909576416016,26.73248291015625,5.757765293121338,0.8225378990173341,1.6450757980346682,0.0,0.0,0.0,2.056344747543335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41126894950866705,0.0,0.0,4.523958683013916
W31347,0.8380765318870544,0.0,32.684986114501946,25.142295837402344,10.056918144226074,0.8380765318870544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380765318870544,0.0,0.0,0.0,0.0,0.0,10.056918144226074
W31350,1.77608323097229,0.0,52.09844207763672,47.36221694946289,32.5615234375,0.5920277237892151,0.5920277237892151,0.5920277237892151,0.5920277237892151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5920277237892151,0.0,0.0,0.5920277237892151,0.0,0.0,45.58613586425781
W31351,0.7324185371398926,0.0,35.156089782714844,21.240137100219727,13.9159517288208,0.7324185371398926,2.1972556114196777,0.0,0.0,0.0,2.1972556114196777,0.7324185371398926,0.0,0.0,0.0,0.7324185371398926,1.4648370742797852,0.0,0.0,0.7324185371398926,0.0,0.0,12.451114654541016
W31355,1.98489248752594,0.99244624376297,35.728065490722656,43.66763687133789,13.894247055053713,2.9773387908935547,1.98489248752594,0.0,0.99244624376297,0.0,2.9773387908935547,0.99244624376297,0.0,0.0,0.0,0.0,0.99244624376297,0.0,0.0,0.99244624376297,0.0,0.0,23.81871032714844
W31359,1.5873606204986572,0.0,37.30297470092773,15.873605728149414,25.39776992797852,0.0,0.0,0.0,0.0,0.0,6.349442481994629,0.0,0.0,0.0,0.0,0.0,0.7936803102493286,0.0,0.0,0.0,0.0,0.7936803102493286,23.81040954589844
W31362,0.0,0.0,30.27583312988281,41.35235595703125,19.199308395385746,0.0,0.738434910774231,0.0,0.0,0.0,3.692174673080444,0.738434910774231,0.0,0.738434910774231,0.0,0.0,1.476869821548462,0.0,0.0,0.0,0.0,0.0,18.460872650146484
W31363,0.0,0.0,50.56578826904297,36.92105102539063,18.460525512695312,0.8026315569877625,1.605263113975525,0.0,0.8026315569877625,0.8026315569877625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.72368240356445
W31365,0.9369171857833862,0.0,33.729019165039055,12.179923057556152,9.36917209625244,0.0,0.0,0.9369171857833862,0.0,0.0,2.810751438140869,0.0,0.0,0.0,0.0,0.0,0.9369171857833862,0.0,0.0,0.0,0.9369171857833862,0.0,0.0
