-11,-11,-11,-5.1645,-5.4458,-4.6388,-1.0898,-1.7557,-4.4748,-4.0426,1.1751,-0.0011561,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0.71513,-4.1423,-1.2687,-6.3183,-3.6941,-5.0249,-1.4197,-11,-11,-11,-6.3609,-5.2387,-11,-4.1802,-11,-11,-11,-1.4825,-8.0986,-4.8957
-11,-0.51843,-11,-4.6428,-11,-11,-2.3106,-11,-4.0667,-11,-2.5707,1.2614,-11,-11,-11,-4.1597,-11,-11,-11,-11,-11,-11,-11,-11,-3.9875,-3.8697,-11,-11,-11,-11,-11,-11,-11,-11,-11,-7.5449,-11,-11,-3.8432,-11,-8.5942,-3.0131
-4.8425,-11,-11,-11,-3.1844,-5.2689,-4.0319,-0.072309,-4.0656,-1.4807,1.2099,-1.4901,-11,-11,-3.6411,-11,-11,-11,-3.6786,-11,-11,-11,1.0698,-7.7822,-1.3242,-11,-11,-4.6065,0.11325,-5.0969,-11,-11,-5.7376,-3.5812,-11,-11,-11,-11,-11,-1.7277,-11,-11
-4.1752,-11,0.66361,-2.9739,-3.5824,-3.5297,-0.15847,-11,-3.3728,0.27574,0.14009,-0.75851,-2.8825,-11,-2.3809,1.5172,-3.2359,-11,-3.8534,-11,-2.1984,-4.5042,-1.06,-2.4093,-1.839,-5.267,-11,-11,-11,-11,-0.18347,-5.0613,-11,-0.97919,-2.6605,-0.14577,-3.8528,-11,-11,-0.23222,-8.6277,-5.0333
-3.1311,-11,0.016291,-1.888,-11,-4.4881,0.60771,-4.8571,-2.5242,2.4211,-0.073472,-0.94193,-11,-11,-0.46612,-5.5135,-3.8871,-11,-11,-11,-3.8454,-2.5686,-1.4331,-2.5157,-1.0903,-11,-0.38723,-11,-11,-11,-0.36648,-3.8511,-7.6344,-2.1919,-4.3986,0.71632,-3.9509,-11,-5.4803,0.3251,-11,-5.1514
-11,-11,0.73612,-2.4267,-4.7206,-1.5668,0.51659,-11,-2.5035,2.2115,0.87289,0.5549,-3.0725,-1.9245,-0.48935,-0.15856,-1.6381,-11,-2.5412,-11,-3.7248,-5.2212,-0.1721,-1.7316,-1.5811,-4.2179,-0.56099,-5.6655,-11,-11,0.52054,-4.082,-5.8014,-1.2298,-1.3515,1.3669,-4.5445,-11,-3.372,-0.91908,-8.3247,-3.7358
-1.6209,-11,3.4169,-0.45044,-1.8142,-1.0526,2.0345,-4.7015,-2.1728,3.6082,0.85972,-1.0865,-11,-3.5781,-11,-11,-1.244,-11,-3.245,-11,-11,-3.0151,2.3683,0.028368,0.19847,-11,0.070654,-3.9895,0.31162,-4.9227,-11,-11,-4.1812,0.63131,0.028875,-1.3537,-11,-2.7954,-0.52756,0.38718,-11,-3.7209
-2.8207,-11,2.4515,-4.114,-2.3372,-4.2866,0.61722,-3.8011,-3.1359,1.6199,0.16863,-0.046102,-2.9532,-11,-2.0264,-0.93907,-2.7217,-11,-11,-11,-2.3859,-2.9198,-0.35972,-1.0319,-1.2315,-5.5144,-1.2712,-11,-2.667,-5.2809,-1.1464,-4.5504,-6.3828,-1.9863,-11,0.16397,-2.022,-11,-3.817,-0.52796,-11,-11
-11,-11,1.1164,-0.85911,-11,-5.5081,-0.49109,-2.6092,-2.2539,2.8908,-1.6552,-1.4479,-11,-11,-11,-11,-0.77398,-11,-4.1673,-11,-11,-11,0.90386,-2.0914,-1.0189,-4.9298,-1.0637,-11,-11,-11,-4.2911,-11,-5.828,-2.4339,-11,-6.1834,-11,-4.8434,-2.0992,-1.4197,-6.6721,-2.6456
-4.1687,-11,-11,-1.6227,-11,-4.3411,-0.13197,0.46078,-3.2848,1.9289,-0.086088,-1.862,-11,-11,-11,-11,-2.4794,-11,-11,-11,-5.4409,-4.2591,1.3588,-3.0739,-2.6653,-5.8113,-1.7553,-11,-1.1865,-11,-11,-11,-4.2014,-2.1075,-11,-3.8648,-4.1363,-2.4605,-1.2849,-0.20624,-6.8992,-3.782
-1.9867,-11,3.2193,0.14689,-1.8184,-1.6266,1.5762,-4.6686,-2.098,3.2949,-0.34115,-0.30227,-4.8469,-11,-3.2499,-2.3231,-3.1302,-11,-3.2343,-11,-3.3605,-3.755,1.5682,-1.3325,-1.053,-4.3374,0.56806,-5.5927,0.16859,-6.6674,-2.2487,-11,-4.0548,-1.1552,-1.0438,-0.7403,-1.6071,-4.8378,-1.9068,-1.1957,-7.8456,-4.4127
-11,-11,-11,-3.8455,-11,-2.6847,-2.837,-0.72038,-3.8542,-0.93431,-0.22619,-1.9983,-11,-11,-2.6071,-11,-11,-11,-1.7436,-11,-11,-11,1.0405,-2.7714,-1.6816,-11,-11,-11,-11,-11,-11,-4.9125,-11,-11,-11,-4.2781,-11,-3.1378,-4.396,-11,-5.5891,-1.4698
-6.369,-11,2.7715,-1.9918,-1.6052,-2.8159,2.4304,-3.7056,-2.0108,3.4605,0.69117,-0.042697,-3.5942,-11,-11,-2.787,-11,-11,-11,-11,-3.6428,-11,1.0955,-0.81063,0.20491,-11,0.54693,-11,-2.3921,-11,-1.8548,-4.2041,-5.0208,-0.61364,-11,-0.69292,-11,-11,-0.30355,-2.9885,-7.5929,-11
-3.1548,-11,-11,-3.0224,-4.5834,-2.7841,-1.4634,-4.7157,-2.3365,-3.0698,1.659,0.74648,-11,-11,-11,-11,-11,-11,-11,-11,-11,-5.3597,-1.6786,-2.5239,-0.84691,-11,-11,-11,1.145,-6.5097,-11,-11,-7.9679,-5.0009,-11,-11,-11,-11,-11,-11,-5.4118,-2.9452
-3.8091,-4.7363,-0.24673,-0.95961,-3.996,-3.2639,0.7418,-3.3303,-2.4838,1.6304,-0.59192,-1.7825,-11,-11,-11,-11,-0.54689,-11,-3.0451,-11,-4.7764,-4.4243,1.3229,-4.0075,-2.0385,-4.6611,-11,-5.3475,-0.45163,-11,-6.9065,-11,-4.8859,-4.2451,-11,-3.1469,-5.274,-11,-1.2518,-0.087888,-9.0209,-11
-2.3383,-11,1.4215,-1.5028,-3.68,-2.4253,1.9946,-1.1376,-2.292,2.5642,-0.69042,0.33194,-4.7652,-11,-4.2736,-5.5354,-3.3319,-11,-1.602,-11,-3.969,-3.6392,1.1206,-11,-4.9365,-11,-0.96189,-11,-11,-7.3069,-4.681,-11,-5.0034,-2.054,-11,-3.486,-11,-11,-1.2161,0.1952,-11,-11
-4.1631,-11,1.7086,-4.8092,-2.6839,-4.7214,-0.36304,-5.5069,-1.653,0.77105,0.37888,-0.21457,-1.9319,-11,-0.78233,1.4131,-3.6123,-11,-11,-11,-1.2332,-2.9107,-2.4889,-1.0346,-1.3885,-3.2929,-0.34177,-11,-11,-7.4358,0.046033,-2.3807,-9.5094,-1.8498,-4.5794,0.68417,-2.4567,-11,-11,-0.23202,-11,-11
-2.9275,-11,3.6556,-0.44643,-3.2308,-2.8395,0.64294,-5.0221,-2.0015,2.5084,-0.31466,-0.73731,-11,-5.487,-11,-11,-0.53208,-11,-11,-11,-3.832,-2.2303,0.15452,-1.9345,-1.3047,-4.2292,-0.40835,-11,-0.81921,-11,-2.473,-4.5896,-5.3149,-0.95566,-2.0924,-0.52426,-2.6131,-11,-3.1432,-1.4777,-8.6561,-11
-11,1.0471,-11,-5.6933,-11,-11,-2.6468,-11,-2.9787,-11,-1.5311,1.6381,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-2.9267,-11,-11,-11,-11,-4.3665,-5.9543,-11,-11,-8.6482,-11,-11,-4.1258,-11,-11,-4.7268,-11,-7.3098,-2.9247
-11,-11,-1.5785,-0.40619,-11,-2.4303,0.77241,-0.11995,-1.7647,3.4344,0.72263,-0.7786,-11,-11,-11,-3.1197,-0.96314,-11,-3.7405,-11,-4.5754,-11,2.0069,-0.77742,-1.4621,-4.4573,-0.73815,-11,-0.90346,-11,-11,-11,-4.5803,-3.6795,-2.5945,-3.9425,-4.132,-2.6351,-1.5066,0.99922,-11,-11
-11,1.0482,-11,-4.0277,-11,-11,-0.46967,-11,-11,-11,-0.26598,-6.2511,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-3.9648,-5.1474,-2.6443,-11,-11,-11,-2.6988,-7.5412,-11,-11,-11,-11,-2.0092,-11,-11,-11,-11,-11,-11,-11
-2.072,-11,1.8472,-4.3038,-4.6892,-6.3667,-0.4686,-4.6765,-2.1758,0.68991,0.92719,-0.66864,-4.6308,-11,-1.4202,-3.2366,-2.746,-11,-11,-11,-3.7091,-3.7238,-1.6071,-1.1996,-1.7299,-4.4693,0.052321,-11,-4.6757,-11,-1.1591,-3.4874,-6.8607,-2.3981,-2.8981,-0.61515,-1.4614,-11,-5.082,-1.5559,-11,-11
-11,-11,-2.4864,-3.9081,-11,-5.243,0.76169,-1.5497,-1.5312,1.8074,-1.0503,-1.8105,-11,-11,-11,-2.8452,-1.2994,-11,-11,-11,-11,-11,2.2418,-2.3054,-2.5695,-5.6571,-11,-11,-2.3983,-11,-3.2828,-11,-4.049,-1.7924,-11,-11,-11,-3.6491,-1.1478,0.31983,-5.8947,-1.2167
-11,-11,-11,-2.4765,-11,-5.552,-0.77637,0.029786,-5.3926,-0.0068346,-0.75666,-1.1739,-11,-11,-11,-11,-11,-11,-1.3673,-11,-11,-11,1.5918,0.064421,-3.1902,-11,-11,-11,-3.8836,-11,-11,-11,-11,-11,-11,-11,-11,-11,-1.5753,0.40381,-6.1727,-3.2481
-11,-11,-11,-3.8649,-11,-7.2019,-0.99837,-0.12836,-2.5997,-3.351,0.29866,-1.3332,-11,-11,-11,-11,-2.546,-11,-11,-11,-11,-5.019,0.4197,-3.9757,-0.5911,-9.2533,-11,-11,0.074338,-11,-11,-11,-5.8559,-11,-3.5466,-11,-11,-4.8295,-11,-0.077711,-6.8015,-3.8989
-11,-11,-11,-2.6057,-11,-4.2627,0.098917,-1.0012,-2.5313,-0.9677,1.1386,-0.35702,-11,-11,-11,-11,-2.8166,-11,-11,-11,-11,-11,2.3238,-4.1944,-0.27404,-11,-11,-11,-1.057,-11,-11,-11,-5.9123,-3.1606,-11,-5.8107,-11,-11,-2.9337,0.57808,-6.1815,-4.5658
-2.061,-11,-11,-1.202,-3.3548,-3.9678,0.48482,-0.10119,-1.8279,-0.020362,1.3476,-0.73002,-11,-11,-11,-11,-5.6862,-11,-3.3349,-11,-11,-11,1.7415,-1.4404,-1.9428,-11,-1.9346,-3.3295,0.46054,-11,-8.0575,-11,-5.5107,-2.702,-11,-5.449,-11,-4.0899,-2.5766,0.298,-4.5008,-2.8813
-3.9122,-11,-6.9663,-1.7839,-4.1846,-2.5602,0.92676,-2.2928,-1.795,2.6065,0.10258,-2.2202,-11,-11,-11,-2.2981,-1.3662,-11,-1.6213,-11,-11,-11,1.1685,-2.3493,-1.4281,-11,-0.12063,-3.1589,0.81139,-11,-3.045,-6.2245,-5.364,-1.6437,-11,-3.6761,-11,-11,-1.1278,-1.0404,-5.5557,-3.2965
-11,-11,-2.5769,-2.8466,-11,-5.6713,-0.9714,0.29701,-2.5991,0.59777,-0.49767,-3.3983,-11,-11,-11,-11,-2.1897,-11,-3.3827,-11,-11,-11,1.0758,-1.2179,-1.9136,-11,-11,-11,-11,-11,-11,-11,-7.1438,-3.54,-11,-5.7086,-11,-11,-2.1178,0.90672,-6.5719,-11
-1.7282,-11,4.0872,0.29995,-1.1954,-1.8438,2.5472,-1.1256,-1.3009,3.3426,0.049033,-1.7157,-11,-11,-1.5902,-2.4083,-3.0897,-11,-2.9829,-11,-3.5811,-2.1475,1.77,-0.75927,-0.86641,-11,0.76474,-11,-0.45524,-11,-3.8481,-6.2245,-3.8272,-0.44019,-0.77357,-1.1834,-2.8129,-11,-1.1063,0.060947,-11,-4.166
-1.5253,-11,3.6155,0.29977,-3.3672,-3.7969,1.5108,-0.91171,-1.5475,3.2753,0.42339,0.63777,-11,-5.8019,-0.94633,-11,0.21354,-11,-11,-11,-2.3239,-11,1.5994,-1.0259,-3.4084,-4.4735,0.68264,-11,0.69774,-4.2367,-0.55588,-4.6991,-2.6222,-0.1345,0.64866,0.5232,-1.298,-11,-2.3679,1.2177,-11,-11
-3.6721,-11,2.8809,-1.9288,-3.9349,-2.4511,1.625,-11,-4.7523,1.9937,-0.52372,-2.6496,-11,-11,-1.998,-11,-11,-11,-4.0365,-11,-11,-4.3048,0.88175,-1.1368,-3.3191,-2.7545,-1.023,-11,-1.3115,-7.3551,-1.8186,-5.4616,-3.8277,0.047001,-1.1352,-1.1847,-0.94577,-11,-11,-0.37674,-11,-3.5705
-3.8003,-11,2.3022,-0.53212,-3.9472,-2.7738,1.877,-1.8974,-0.89543,3.4814,1.0051,-1.2241,-11,-11,-11,-11,-1.5612,-11,-11,-11,-4.4348,-11,2.2149,-1.1553,-1.6814,-3.3942,-1.0345,-1.8001,-0.52316,-11,-2.2088,-4.6193,-4.0745,-0.018543,-11,-3.0431,-4.3026,-3.1518,-0.35478,-0.24295,-5.9376,-11
-4.0162,-11,2.1246,0.026132,-0.91238,-2.3365,2.3871,-2.3887,-2.0088,2.2421,-0.70804,-1.8926,-2.6653,-11,-4.0549,-4.416,-3.4054,-11,-11,-11,-2.603,-4.0151,0.95011,-1.1082,-2.7598,-11,0.33653,-4.8473,-2.2548,-11,-2.4356,-11,-5.8721,-2.0502,-11,-0.58052,-2.4862,-11,-2.8555,0.54589,-7.6556,-2.8046
-3.5582,-11,-11,0.58316,-1.6265,-1.4308,2.0595,-0.28644,-2.3547,3.5684,0.74857,-0.95121,-11,-11,-11,-11,-0.52532,-11,-1.5967,-11,-4.86,-4.3926,1.763,-0.90199,-2.6491,-11,1.2879,-11,-0.64696,-11,-2.5923,-11,-4.1758,-1.1393,-11,-3.0941,-11,-4.1396,-1.9111,-0.40896,-11,-3.7417
-2.4515,-11,-0.62792,-1.1971,-3.6865,-3.329,1.203,-3.5349,-2.1021,2.6245,-0.026287,-0.62912,-2.3071,-11,-1.5707,-2.7112,-11,-11,-11,-11,-2.1014,-4.3231,-0.46088,-3.8715,-1.2833,-11,-0.070708,-11,-11,-6.0029,-0.82694,-6.6988,-5.1088,-1.6809,-2.2559,0.68358,-5.3208,-11,-3.89,-0.64371,-11,-5.2263
-3.4415,-11,0.62176,-3.1584,-11,-3.9129,0.31027,-11,-3.2268,-0.03197,-0.48522,-1.7572,-2.4131,-11,-0.78456,1.4934,-3.7843,-11,-4.0338,-11,-2.5205,-3.6166,-2.1238,-1.4057,-0.88226,-5.617,-1.3298,-11,-11,-4.4111,-0.76734,-3.6948,-8.6593,-5.1275,-2.4378,0.60806,-4.2994,-11,-5.5352,-1.5879,-11,-11
-11,0.63322,-11,-3.0832,-11,-11,0.49298,-11,-3.1653,-11,-1.4473,0.357,-11,-11,-11,-11,-11,-11,-11,-11,-4.4356,-11,-11,-3.1463,-0.78111,-11,-11,-11,-2.3847,-11,-11,-11,-11,-11,-11,-2.3611,-11,-1.6766,-11,-11,-11,-2.6873
-4.4512,-11,-11,-2.4335,-3.7535,-5.3776,-1.9092,-0.30129,-2.1369,0.20013,1.3962,0.038689,-11,-11,-11,-11,-2.181,-11,-11,-11,-11,-11,2.66,-11,-2.0309,-11,-2.4656,-11,-0.12369,-4.5983,-11,-11,-3.9166,-4.2437,-11,-11,-11,-11,-2.1505,0.6456,-5.3231,-3.9083
-11,-11,-4.6525,-0.59876,-3.1066,-4.4155,0.37769,-3.839,-2.0063,2.1734,0.76422,-1.197,-11,-11,-11,-2.8509,-2.0823,-11,-11,-11,-11,-11,0.53587,-2.2412,-3.1639,-11,-2.9547,-11,-0.2064,-11,-2.7164,-11,-5.4723,-4.7172,-11,-2.9833,-11,-4.078,-1.4953,-1.128,-6.4003,-2.1448
-11,-11,-11,-11,-11,-11,-2.1398,0.33276,-3.4082,-11,1.7623,-1.4952,-11,-11,-11,-2.2303,-11,-11,-11,-11,-11,-11,1.2401,-3.2218,-1.168,-4.4826,-11,-11,1.011,-11,-3.0543,-11,-7.0143,-11,-11,-5.6375,-11,-11,-11,-11,-7.5127,-11
-2.5306,-11,1.6865,-2.1815,-11,-11,2.4572,-0.99924,-4.4142,0.86532,0.052412,-1.1341,-4.299,-3.5973,-2.2095,-11,-3.5174,-11,-11,-11,-1.7229,-3.3674,-1.3347,-1.497,-11,-11,1.5002,-11,-3.2403,-11,-1.1041,-4.3098,-8.1,-2.0807,-3.4305,0.36262,0.61774,-11,-7.3454,0.077376,-11,-4.4428
-1.2344,-11,4.8426,0.81657,-0.59377,-2.6744,0.11118,-3.4277,-1.4918,3.6638,-2.4503,-2.0875,-11,-11,-3.4744,-11,-0.69838,-11,-3.1757,-11,-3.8042,-1.2162,1.6919,-0.77743,-1.3383,-11,0.88487,-2.2413,-1.9576,-11,-11,-11,-4.0757,0.28218,-1.1576,-1.0737,-0.71316,-11,-0.80573,-1.3145,-11,-11
-2.4993,-11,4.3683,0.64437,-3.4797,-2.3261,0.83296,-3.6177,-1.5767,2.2898,-0.4434,-2.6021,-11,-11,-11,-11,-1.7491,-11,-2.2079,-11,-3.9291,-3.8431,1.2554,-1.746,-1.6682,-4.7818,0.080438,-3.995,-1.0877,-5.9421,-11,-11,-5.4485,-1.3819,-2.7152,-2.8856,-2.6646,-2.4967,-1.5583,-1.6974,-11,-4.3024
-3.8624,-11,1.6431,-3.0711,-11,-6.32,1.119,-1.7135,-2.3151,1.4837,0.6818,-0.81612,-1.6134,-11,-0.35661,-0.015867,-1.2763,-11,-3.3225,-11,-1.2468,-2.6532,-1.566,-1.9704,-2.9867,-9.1842,0.22071,-11,-11,-11,0.565,-4.0339,-11,-0.95599,-4.5111,0.081597,-1.405,-11,-3.8733,-0.39485,-11,-4.4748
-2.4996,-11,2.1752,0.57489,-2.2728,-1.0156,2.2456,-2.2191,-1.8372,3.1738,0.27036,-1.3075,-11,-11,-11,-4.4043,-2.1442,-11,-11,-11,-5.0971,-3.3365,2.0724,-0.73864,-0.71917,-5.5469,-1.1792,-11,-1.6025,-11,-11,-11,-4.1962,-0.68228,-5.0029,-2.354,-4.0316,-4.3531,-2.1774,-2.1134,-6.3004,-4.3245
-1.7494,-11,0.18322,-0.50697,-4.8347,-1.6023,2.0367,-0.18668,-2.2008,2.7567,-0.29473,-1.2138,-11,-11,-11,-11,-0.53334,-11,-5.6262,-11,-11,-11,1.7035,-2.4396,-2.346,-11,-0.23201,-4.8027,-1.0508,-11,-11,-5.0382,-5.1843,-1.2803,-11,-3.4261,-4.2627,-3.4478,-1.5382,1.699,-7.3856,-11
-2.4375,-11,1.5331,-0.03679,-1.3214,-1.9297,1.5601,-1.5262,-1.0014,2.6341,0.77032,0.84641,-3.338,-4.0186,-1.4107,-1.487,-11,-11,-2.0224,-11,-1.2143,-4.3339,0.4556,-0.056098,-1.8107,-3.6689,1.6951,-11,-0.57148,-11,-0.70811,-3.1894,-3.9037,-0.86287,-11,1.2434,-0.83106,-11,-11,1.0088,-5.9426,-3.387
-5.5592,-11,0.34855,-0.73266,-2.4894,-4.3185,-0.012706,-1.2056,-3.2348,2.7974,0.091659,-2.7045,-11,-11,-11,-3.4672,-1.176,-11,-5.1958,-11,-11,-4.7777,1.0965,-2.175,-1.1386,-4.9649,-11,-3.9715,-1.2185,-6.1423,-11,-11,-5.7395,-2.204,-11,-9.164,-11,-2.7852,-1.0242,0.41013,-8.0893,-4.3853
-11,-4.5434,-11,-5.62,-5.3604,-5.7893,-1.5493,-1.3363,-4.834,-0.91715,0.55164,-0.40192,-11,-11,-11,-4.8657,-11,-11,-3.9468,-11,-11,-11,0.00057443,-2.253,-1.3979,-11,-11,-11,-4.605,-11,-3.8768,-11,-8.9584,-4.8328,-4.5794,-6.8789,-11,-11,-11,-11,-5.2058,-2.9519
-4.9649,-11,0.8375,-1.4149,-11,-1.9297,-0.057257,-2.7367,-3.0564,0.67799,-0.36012,-0.32145,-11,-4.6912,-5.054,-3.9222,-1.863,-11,-3.391,-11,-3.8329,-5.0173,-0.099858,-4.4317,-2.818,-4.9972,-0.35847,-11,-2.4401,-11,-0.62347,-5.5677,-6.366,-1.864,-2.6064,-0.24651,-4.8657,-11,-3.2585,-0.28847,-6.3443,-11
-1.6128,-11,2.2446,-0.069855,-2.9783,-4.1723,0.64978,-2.736,-4.8297,2.5774,0.40391,0.63296,-3.3802,-6.0395,-2.9891,-3.5971,-1.3943,-11,-11,-11,-2.4531,-4.0072,0.078225,-1.965,-0.5222,-11,1.0856,-11,-0.68347,-6.8716,-2.4087,-2.082,-7.1539,-2.1476,-1.1314,1.2224,-1.9728,-3.5703,-2.5175,0.25715,-11,-11
-3.0699,-11,2.8695,-0.85851,-2.2884,-2.0267,0.57599,-4.8846,-2.8484,2.44,0.69919,-0.074832,-11,-2.6135,-1.5932,-0.034791,-1.2628,-11,-4.2238,-11,-5.3483,-3.1332,0.091617,-1.2762,-1.4704,-11,0.68556,-3.0908,-0.020603,-5.5215,-1.1205,-5.324,-5.374,-0.38477,-0.24758,1.2726,-1.3329,-4.0108,-1.4951,-1.4596,-6.2471,-4.6862
-4.2534,-11,2.8571,0.020238,-1.7097,-1.7465,1.3892,-1.908,-2.1883,3.0522,0.21858,-0.78757,-4.3837,-11,-1.6739,-11,-1.5688,-11,-11,-11,-2.2375,-3.0555,-0.25695,-1.4943,-0.95682,-11,-2.2129,-4.7518,-1.0506,-11,-4.3436,-6.8232,-5.2661,-0.39999,-11,-0.39219,-11,-11,-3.3782,-0.13939,-11,-4.9918
-2.7983,-11,2.2733,0.071071,-4.1534,-3.7235,2.3337,-11,-2.1964,1.4767,0.39124,0.47502,-1.4819,-2.5436,-0.40509,-11,-11,-11,-3.0243,-11,-1.6816,-4.1132,1.2935,-1.3515,-2.3753,-11,1.3531,-11,-11,-11,0.25502,-4.0713,-5.5729,-1.918,-2.4507,0.55258,-1.2658,-11,-2.6018,0.37292,-8.5205,-11
-2.1526,-11,-0.067712,-3.4774,-4.1066,-4.1273,1.3795,-3.4258,-2.7657,-0.099863,0.25062,-0.33433,-2.6215,-11,-1.8493,-0.013497,-3.1741,-11,-11,-11,-1.2166,-1.2235,-2.0633,-0.6127,-1.6152,-11,-1.7153,-11,-3.8469,-11,0.089037,-2.3845,-8.6541,-0.9592,-11,0.81412,0.13319,-11,-11,-2.3024,-11,-11
-3.4244,-11,0.50245,-1.2227,-2.8349,-2.5861,1.4909,-11,-2.3871,2.2675,0.18564,0.03794,-4.9976,-5.6771,-0.14258,0.092385,-2.864,-11,-4.4001,-11,-2.3593,-11,0.046592,-2.0855,-1.0431,-11,-0.30311,-11,-3.0611,-5.8938,-1.3385,-4.5021,-7.6293,-1.1165,-4.329,0.7157,-4.2472,-11,-4.1689,-0.62219,-8.3838,-4.1156
-3.4685,-11,0.10427,-0.91856,-6.1643,-2.3413,1.2829,-7.5463,-1.6571,2.0743,0.32993,-0.93185,-11,-5.8889,-1.3128,-4.486,-2.4784,-11,-3.9402,-11,-5.5991,-3.5477,-1.0345,-4.7201,-2.7539,-9.5146,0.0065666,-11,-11,-11,-1.2591,-11,-6.3681,-1.3468,-3.1804,0.57913,-3.9627,-11,-2.028,-0.74796,-11,-4.0766
